WordFormID	PlainText	PhoneticText	StemText	Occurences
768897	balls	BLS	ball	10
768898	snout	SNT	snout	10
768899	helen's	HLNS	helen	10
768900	helenus	HLNS	helenu	10
768901	dotage	TTJ	dotag	10
768902	shaft	XFT	shaft	10
768903	depose	TPS	depos	10
768904	render'd	RNTRT	renderd	10
768905	cozened	KSNT	cozen	10
768906	yeoman	YMN	yeoman	10
768907	mole	ML	mole	10
768908	thunders	0NTRS	thunder	10
768909	vienna	FN	vienna	10
768910	gratis	KRTS	grati	10
768911	beggarly	BKRL	beggarli	10
768912	distressed	TSTRST	distress	10
768913	delays	TLS	delai	10
768914	distemper	TSTMPR	distemp	10
768915	unfit	UNFT	unfit	10
768916	stealth	STL0	stealth	10
768917	sleeves	SLFS	sleev	10
768918	virgins	FRJNS	virgin	10
768919	subdue	SBT	subdu	10
768920	hew	H	hew	10
768921	revive	RFF	reviv	10
768922	tragic	TRJK	tragic	10
768923	hopeful	HPFL	hope	10
768924	courtiers	KRTRS	courtier	10
768925	colville	KLFL	colvil	10
768926	education	ETKXN	educ	10
768927	coventry	KFNTR	coventri	10
768928	spheres	SFRS	sphere	10
768929	solus	SLS	solu	10
768930	feasting	FSTNK	feast	10
768931	whoe'er	HR	whoeer	10
768932	milford-haven	MLFRTHFN	milfordhaven	10
768933	plotted	PLTT	plot	10
768934	kindle	KNTL	kindl	10
768935	miscarried	MSKRT	miscarri	10
768936	feign	FN	feign	10
768937	blemish	BLMX	blemish	10
768938	pilgrim	PLKRM	pilgrim	10
768939	picked	PKT	pick	10
768940	ceremonies	SRMNS	ceremoni	10
768941	waxen	WKSN	waxen	10
768942	promis'd	PRMST	promisd	10
768943	appointment	APNTMNT	appoint	10
768944	besiege	BSJ	besieg	10
768945	harmful	HRMFL	harm	10
768946	lurk	LRK	lurk	10
768947	varro	FR	varro	10
768948	detest	TTST	detest	10
768949	drag	TRK	drag	10
768950	snatch	SNTX	snatch	10
768951	m	M	m	10
768952	leather	L0R	leather	10
768953	beadle	BTL	beadl	10
768954	woods	WTS	wood	10
768955	tribe	TRB	tribe	10
768956	philosopher	FLSFR	philosoph	10
768957	othello's	O0LS	othello	10
768958	discovered	TSKFRT	discov	10
768959	coronet	KRNT	coronet	10
768960	votre	FTR	votr	10
768961	boughs	BS	bough	10
768962	fooling	FLNK	fool	10
768963	headstrong	HTSTRNK	headstrong	10
768964	ominous	OMNS	omin	10
768965	quest	KST	quest	10
768966	royally	RYL	royal	10
768967	famish	FMX	famish	10
768968	nicholas	NXLS	nichola	10
768969	practised	PRKTST	practis	10
768970	dirt	TRT	dirt	10
768971	inferior	INFRR	inferior	10
768972	merchants	MRXNTS	merchant	10
768973	observed	OBSRFT	observ	10
768974	rescued	RSKT	rescu	10
768975	suggestion	SKSXN	suggest	10
768976	wounding	WNTNK	wound	10
768977	waiting	WTNK	wait	10
768978	distinction	TSTNKXN	distinct	10
768979	clip	KLP	clip	10
768980	insulting	INSLTNK	insult	10
768981	entreaties	ENTRTS	entreati	10
768982	fearfully	FRFL	fearfulli	10
768983	gazed	KST	gaze	10
768984	stamp'd	STMPT	stampd	10
768985	patron	PTRN	patron	10
768986	stories	STRS	stori	10
768987	saw'st	SST	sawst	10
768988	stairs	STRS	stair	10
768989	boy's	BS	boi	10
768990	assur'd	ASRT	assurd	10
768991	convert	KNFRT	convert	10
768992	needle	NTL	needl	10
768993	heap	HP	heap	10
768994	admittance	ATMTNS	admitt	10
768995	spear	SPR	spear	10
768996	enjoy'd	ENJT	enjoyd	10
768997	beaufort	BFRT	beaufort	10
768998	tapers	TPRS	taper	10
768999	shrewdly	XRTL	shrewdli	10
769000	imaginary	IMJNR	imaginari	10
769001	sped	SPT	sped	10
769002	choleric	XLRK	choler	10
769003	tenth	TN0	tenth	10
769004	walked	WLKT	walk	10
769005	dances	TNSS	danc	10
769006	requests	RKSTS	request	10
769007	wildness	WLTNS	wild	10
769008	drugs	TRKS	drug	10
769009	building	BLTNK	build	10
769010	pleas'd	PLST	pleasd	10
769011	compassion	KMPSN	compass	10
769012	healthful	HL0FL	health	10
769013	vaughan	FFN	vaughan	10
769014	consume	KNSM	consum	10
769015	befits	BFTS	befit	10
769016	kingdom's	KNKTMS	kingdom	10
769017	bruised	BRST	bruis	10
769018	wretchedness	RTXTNS	wretched	10
769019	sunder	SNTR	sunder	10
769020	german	JRMN	german	10
769021	navarre	NFR	navarr	10
769022	compel	KMPL	compel	10
769023	tyrant's	TRNTS	tyrant	10
769024	members	MMRS	member	10
769025	sparks	SPRKS	spark	10
769026	chatillon	XTLN	chatillon	10
769027	composed	KMPST	compos	10
769028	carve	KRF	carv	10
769029	grudge	KRJ	grudg	10
769030	scarf	SKRF	scarf	10
769031	calamity	KLMT	calam	10
769032	rhymes	RMS	rhyme	10
769033	dart	TRT	dart	10
769034	non	NN	non	10
769035	blaze	BLS	blaze	10
769036	acquit	AKKT	acquit	10
769037	spell	SPL	spell	10
769038	fashion'd	FXNT	fashiond	10
769039	illyria	ILR	illyria	10
769040	smother	SM0R	smother	10
769041	kneel'd	NLT	kneeld	10
769042	misled	MSLT	misl	10
769043	gardiner	KRTNR	gardin	10
769044	mix'd	MKST	mixd	10
769045	filth	FL0	filth	10
769046	pageant	PJNT	pageant	10
769047	blade	BLT	blade	10
769048	conflict	KNFLKT	conflict	10
769049	dauphin's	TFNS	dauphin	10
769050	misfortune	MSFRTN	misfortun	10
769051	compulsion	KMPLXN	compuls	10
769052	saddle	STL	saddl	10
769053	birnam	BRNM	birnam	10
769054	pages	PJS	page	10
769055	citizen	STSN	citizen	10
769056	gentler	JNTLR	gentler	10
769057	mast	MST	mast	10
769058	bear'st	BRST	bearst	10
769059	dispraise	TSPRS	disprais	10
769060	flaminius	FLMNS	flaminiu	10
769061	transported	TRNSPRTT	transport	10
769062	steep'd	STPT	steepd	10
769063	pins	PNS	pin	10
769064	listening	LSTNNK	listen	10
769065	verity	FRT	veriti	10
769066	arch	ARX	arch	10
769067	observation	OBSRFXN	observ	10
769068	marquess	MRKS	marquess	10
769069	contrived	KNTRFT	contriv	10
769070	repute	RPT	reput	10
769071	shillings	XLNKS	shill	10
769072	scant	SKNT	scant	10
769073	sola	SL	sola	10
769074	infants	INFNTS	infant	10
769075	answering	ANSWRNK	answer	10
769076	rascally	RSKL	rascal	10
769077	vainly	FNL	vainli	10
769078	generous	JNRS	gener	10
769079	vapour	FPR	vapour	10
769080	paragon	PRKN	paragon	10
769081	overcame	OFRKM	overcam	10
769082	nightingale	NFTNKL	nightingal	10
769083	dole	TL	dole	10
769084	feels	FLS	feel	10
769085	linger	LNJR	linger	10
769086	curtains	KRTNS	curtain	10
769087	dames	TMS	dame	10
769088	uncle's	UNKLS	uncl	10
769089	shower	XWR	shower	10
769090	catching	KTXNK	catch	10
769091	whet	HT	whet	10
769092	appeared	APRT	appear	10
769093	injustice	INJSTS	injustic	10
769094	painful	PNFL	pain	10
769095	gaping	KPNK	gape	10
769096	sequel	SKL	sequel	10
769097	knives	NFS	knive	10
769098	commanding	KMNTNK	command	10
769099	stem	STM	stem	10
769100	cures	KRS	cure	10
769101	firmly	FRML	firmli	10
769102	eleanor	ELNR	eleanor	10
769103	savour	SFR	savour	10
769104	counted	KNTT	count	9
769105	acceptance	AKSPTNS	accept	9
769106	begging	BKNK	beg	9
769107	reconcile	RKNSL	reconcil	9
769108	gins	JNS	gin	9
769109	violet	FLT	violet	9
769110	transgression	TRNSKRSN	transgress	9
769111	reign'd	RKNT	reignd	9
769112	supreme	SPRM	suprem	9
769113	displeased	TSPLST	displeas	9
769114	perfections	PRFKXNS	perfect	9
769115	commonweal	KMNWL	commonw	9
769116	abode	ABT	abod	9
769117	endless	ENTLS	endless	9
769118	robert's	RBRTS	robert	9
769119	hearty	HRT	hearti	9
769120	accordingly	AKKRTNKL	accordingli	9
769121	pranks	PRNKS	prank	9
769122	affects	AFKTS	affect	9
769123	soldiership	SLTRXP	soldiership	9
769124	kinds	KNTS	kind	9
769125	follower	FLWR	follow	9
769126	havoc	HFK	havoc	9
769127	jolly	JL	jolli	9
769128	salique	SLK	saliqu	9
769129	scales	SKLS	scale	9
769130	maidens	MTNS	maiden	9
769131	hamlet's	HMLTS	hamlet	9
769132	trencher	TRNXR	trencher	9
769133	hale	HL	hale	9
769134	fidele	FTL	fidel	9
769135	relieved	RLFT	reliev	9
769136	turkish	TRKX	turkish	9
769137	grapple	KRPL	grappl	9
769138	boatswain	BTSWN	boatswain	9
769139	bretagne	BRTKN	bretagn	9
769140	supper-time	SPRTM	suppertim	9
769141	dinner-time	TNRTM	dinnertim	9
769142	apple	APL	appl	9
769143	unborn	UNBRN	unborn	9
769144	back'd	BKT	backd	9
769145	direful	TRFL	dire	9
769146	servingmen	SRFNKMN	servingmen	9
769147	idiot	ITT	idiot	9
769148	uncles	UNKLS	uncl	9
769149	obdurate	OBTRT	obdur	9
769150	swan	SWN	swan	9
769151	quintus	KNTS	quintu	9
769152	lustful	LSTFL	lust	9
769153	banners	BNRS	banner	9
769154	braver	BRFR	braver	9
769155	liquid	LKT	liquid	9
769156	jet	JT	jet	9
769157	widows	WTS	widow	9
769158	ha't	HT	hat	9
769159	whipping	HPNK	whip	9
769160	revengeful	RFNJFL	reveng	9
769161	traitorous	TRTRS	traitor	9
769162	important	IMPRTNT	import	9
769163	attain	ATN	attain	9
769164	wrote	RT	wrote	9
769165	courts	KRTS	court	9
769166	whatever	HTFR	whatev	9
769167	bag	BK	bag	9
769168	oration	ORXN	orat	9
769169	distinguish	TSTNKX	distinguish	9
769170	mistaken	MSTKN	mistaken	9
769171	stings	STNKS	sting	9
769172	fist	FST	fist	9
769173	haunts	HNTS	haunt	9
769174	dunsinane	TNSNN	dunsinan	9
769175	address'd	ATRST	addressd	9
769176	quicken	KKN	quicken	9
769177	asses	ASS	ass	9
769178	lease	LS	leas	9
769179	wilderness	WLTRNS	wilder	9
769180	toads	TTS	toad	9
769181	striving	STRFNK	strive	9
769182	cleomenes	KLMNS	cleomen	9
769183	bigot	BKT	bigot	9
769184	nations	NXNS	nation	9
769185	stalk	STLK	stalk	9
769186	gather'd	K0RT	gatherd	9
769187	visited	FSTT	visit	9
769188	bastardy	BSTRT	bastardi	9
769189	accord	AKKRT	accord	9
769190	barbary	BRBR	barbari	9
769191	drowning	TRNNK	drown	9
769192	impudent	IMPTNT	impud	9
769193	scornful	SKRNFL	scorn	9
769194	fouler	FLR	fouler	9
769195	pierced	PRST	pierc	9
769196	parish	PRX	parish	9
769197	correct	KRKT	correct	9
769198	propose	PRPS	propos	9
769199	display'd	TSPLT	displayd	9
769200	bees	BS	bee	9
769201	loses	LSS	lose	9
769202	conjunction	KNJNKXN	conjunct	9
769203	claims	KLMS	claim	9
769204	severe	SFR	sever	9
769205	consumed	KNSMT	consum	9
769206	defiled	TFLT	defil	9
769207	sheathe	X0	sheath	9
769208	calchas	KLXS	calcha	9
769209	if't	IFT	ift	9
769210	bonnet	BNT	bonnet	9
769211	hive	HF	hive	9
769212	hatch	HTX	hatch	9
769213	dedicate	TTKT	dedic	9
769214	aptly	APTL	aptli	9
769215	strato	STRT	strato	9
769216	falcon	FLKN	falcon	9
769217	bon	BN	bon	9
769218	adding	ATNK	ad	9
769219	feigned	FNT	feign	9
769220	ingenious	INJNS	ingeni	9
769221	boundless	BNTLS	boundless	9
769222	dane	TN	dane	9
769223	lamenting	LMNTNK	lament	9
769224	whispering	HSPRNK	whisper	9
769225	pandar	PNTR	pandar	9
769226	mightier	MFTR	mightier	9
769227	licio	LS	licio	9
769228	dreaming	TRMNK	dream	9
769229	exempt	EKSMPT	exempt	9
769230	sonnet	SNT	sonnet	9
769231	relation	RLXN	relat	9
769232	goldsmith	KLTSM0	goldsmith	9
769233	gorgeous	KRJS	gorgeou	9
769234	solace	SLS	solac	9
769235	tucket	TKT	tucket	9
769236	paying	PYNK	pai	9
769237	shrift	XRFT	shrift	9
769238	gregory	KRKR	gregori	8
769239	strongest	STRNJST	strongest	9
769240	ague	AK	agu	9
769241	obey'd	OBT	obeyd	9
769242	entirely	ENTRL	entir	9
769243	chaff	XF	chaff	9
769244	odious	OTS	odiou	9
769245	wasteful	WSTFL	wast	9
769246	bitterly	BTRL	bitterli	9
769247	war's	WRS	war	9
769248	industry	INTSTR	industri	9
769249	moulded	MLTT	mould	9
769250	alehouse	ALHS	alehous	9
769251	receiv'd	RSFT	receivd	9
769252	behaviour	BHFR	behaviour	9
769253	general's	JNRLS	gener	9
769254	dissolve	TSLF	dissolv	9
769255	testy	TST	testi	9
769256	gratify	KRTF	gratifi	9
769257	partake	PRTK	partak	9
769258	miss'd	MST	missd	9
769259	carved	KRFT	carv	9
769260	baggage	BKJ	baggag	9
769261	goats	KTS	goat	9
769262	montjoy	MNTJ	montjoi	9
769263	tigers	TJRS	tiger	9
769264	seventh	SFN0	seventh	9
769265	call'st	KLST	callst	9
769266	intolerable	INTLRBL	intoler	9
769267	livers	LFRS	liver	9
769268	hart	HRT	hart	9
769269	hurl	HRL	hurl	9
769270	rides	RTS	ride	9
769271	filling	FLNK	fill	9
769272	greasy	KRS	greasi	9
769273	bauble	BBL	baubl	9
769274	temperate	TMPRT	temper	9
769275	verges	FRJS	verg	9
769276	breaths	BR0S	breath	9
769277	doubtless	TBTLS	doubtless	9
769278	sequent	SKNT	sequent	9
769279	utterly	UTRL	utterli	9
769280	bower	BWR	bower	9
769281	proceeds	PRSTS	proce	9
769282	melody	MLT	melodi	9
769283	concord	KNKRT	concord	9
769284	reconciled	RKNSLT	reconcil	9
769285	equally	EKL	equal	9
769286	messina	MSN	messina	9
769287	gan	KN	gan	9
769288	new-made	NMT	newmad	9
769289	enemy's	ENMS	enemi	9
769290	sunshine	SNXN	sunshin	9
769291	violets	FLTS	violet	9
769292	worships	WRXPS	worship	9
769293	doomsday	TMST	doomsdai	9
769294	persever	PRSFR	persev	9
769295	nymph	NMF	nymph	9
769296	surge	SRJ	surg	9
769297	plebeians	PLBNS	plebeian	9
769298	vale	FL	vale	9
769299	guards	KRTS	guard	9
769300	vicious	FSS	viciou	9
769301	contrive	KNTRF	contriv	9
769302	braggart	BRKRT	braggart	9
769303	prelate	PRLT	prelat	9
769304	lick	LK	lick	9
769305	imagined	IMJNT	imagin	9
769306	forego	FRK	forego	9
769307	hook	HK	hook	9
769308	decline	TKLN	declin	9
769309	bags	BKS	bag	9
769310	herb	HRB	herb	9
769311	detain	TTN	detain	9
769312	doe	T	doe	9
769313	strucken	STRKN	strucken	9
769314	mildly	MLTL	mildli	9
769315	wooden	WTN	wooden	9
769316	confessor	KNFSR	confessor	9
769317	chop	XP	chop	9
769318	obtain	OBTN	obtain	9
769319	fulfil	FLFL	fulfil	9
769320	duck	TK	duck	9
769321	swallowed	SWLWT	swallow	9
769322	disdain'd	TSTNT	disdaind	9
769323	grooms	KRMS	groom	9
769324	audit	ATT	audit	9
769325	betake	BTK	betak	9
769326	earnestly	ERNSTL	earnestli	9
769327	he'ld	HLT	held	9
769328	residence	RSTNS	resid	9
769329	supplied	SPLT	suppli	9
769330	kindled	KNTLT	kindl	9
769331	grapes	KRPS	grape	9
769332	sweating	SWTNK	sweat	9
769333	powder	PTR	powder	9
769334	adriano	ATRN	adriano	9
769335	queens	KNS	queen	9
769336	pile	PL	pile	9
769337	commendable	KMNTBL	commend	9
769338	chronicle	KRNKL	chronicl	9
769339	dotes	TTS	dote	9
769340	sweetness	SWTNS	sweet	9
769341	construction	KNSTRKXN	construct	9
769342	spoil'd	SPLT	spoild	9
769343	gorge	KRJ	gorg	9
769344	withered	W0RT	wither	9
769345	pawn'd	PNT	pawnd	9
769346	bleeds	BLTS	ble	9
769347	frets	FRTS	fret	9
769348	practice	PRKTS	practic	9
769349	wondering	WNTRNK	wonder	9
769350	shifts	XFTS	shift	9
769351	wheresoe'er	HRSR	whereso	9
769352	tops	TPS	top	9
769353	gain'd	KNT	gaind	9
769354	covetous	KFTS	covet	9
769355	calendar	KLNTR	calendar	9
769356	provision	PRFXN	provision	9
769357	roll	RL	roll	9
769358	winters	WNTRS	winter	9
769359	chapel	XPL	chapel	9
769360	parcels	PRSLS	parcel	9
769361	liked	LKT	like	9
769362	mines	MNS	mine	9
769363	fails	FLS	fail	9
769364	engine	ENJN	engin	9
769365	slips	SLPS	slip	9
769366	doit	TT	doit	9
769367	hag	HK	hag	9
769368	tavern	TFRN	tavern	9
769369	wins	WNS	win	9
769370	insolent	INSLNT	insol	9
769371	fancy's	FNSS	fanci	9
769372	effected	EFKTT	effect	9
769373	accents	AKSNTS	accent	9
769374	sexton	SKSTN	sexton	9
769375	fitting	FTNK	fit	9
769376	therewithal	0RW0L	therewith	9
769377	destroy'd	TSTRT	destroyd	9
769378	roar'd	RRT	roard	9
769379	awaking	AWKNK	awak	9
769380	prophecies	PRFSS	propheci	9
769381	tunis	TNS	tuni	9
769382	casement	KSMNT	casem	9
769383	adriana	ATRN	adriana	9
769384	wreck'd	RKT	wreckd	9
769385	poisons	PSNS	poison	9
769386	passages	PSJS	passag	9
769387	volumnius	FLMNS	volumniu	9
769388	smart	SMRT	smart	9
769389	glittering	KLTRNK	glitter	9
769390	contention	KNTNXN	content	9
769391	bedfellow	BTFL	bedfellow	9
769392	judges	JJS	judg	9
769393	legate	LKT	legat	9
769394	decreed	TKRT	decre	9
769395	ills	ILS	ill	9
769396	apprehended	APRHNTT	apprehend	9
769397	weighs	WFS	weigh	9
769398	antigonus	ANTKNS	antigonu	9
769399	imports	IMPRTS	import	9
769400	throughly	0RL	throughli	9
769401	charg'd	XRKT	chargd	9
769402	aright	ARFT	aright	9
769403	justify	JSTF	justifi	9
769404	fitness	FTNS	fit	9
769405	inspired	INSPRT	inspir	9
769406	alteration	ALTRXN	alter	9
769407	see'st	SST	seest	9
769408	limits	LMTS	limit	9
769409	usurer	USRR	usur	9
769410	famed	FMT	fame	9
769411	riddle	RTL	riddl	9
769412	fresher	FRXR	fresher	9
769413	kites	KTS	kite	9
769414	consecrate	KNSKRT	consecr	9
769415	fortnight	FRTNFT	fortnight	9
769416	venetian	FNXN	venetian	9
769417	stains	STNS	stain	9
769418	deliverance	TLFRNS	deliver	9
769419	riotous	RTS	riotou	9
769420	ignoble	IKNBL	ignobl	9
769421	to's	TS	to	9
769422	pikes	PKS	pike	9
769423	dick	TK	dick	9
769424	churl	XRL	churl	9
769425	recovery	RKFR	recoveri	9
769426	cerimon	SRMN	cerimon	9
769427	advancement	ATFNSMNT	advanc	9
769428	resemble	RSML	resembl	9
769429	ravenspurgh	RFNSPRF	ravenspurgh	9
769430	conversation	KNFRSXN	convers	9
769431	bourn	BRN	bourn	9
769432	groaning	KRNNK	groan	9
769433	rebellious	RBLS	rebelli	9
769434	repeal	RPL	repeal	9
769435	challenged	XLNJT	challeng	9
769436	ghastly	FSTL	ghastli	9
769437	moons	MNS	moon	9
769438	christians	KRSXNS	christian	9
769439	cleft	KLFT	cleft	9
769440	eagles	EKLS	eagl	9
769441	brine	BRN	brine	9
769442	ambush	AMX	ambush	9
769443	lamentation	LMNTXN	lament	9
769444	bawdy	BT	bawdi	9
769445	bestride	BSTRT	bestrid	9
769446	occupation	OKKPXN	occup	9
769447	ability	ABLT	abil	9
769448	tearsheet	TRXT	tearsheet	9
769449	disdainful	TSTNFL	disdain	9
769450	planted	PLNTT	plant	9
769451	puissance	PSNS	puissanc	9
769452	darts	TRTS	dart	9
769453	il	IL	il	9
769454	ganymede	KNMT	ganymed	9
769455	frosty	FRST	frosti	9
769456	niggard	NKRT	niggard	9
769457	borrowed	BRWT	borrow	9
769458	jocund	JKNT	jocund	9
769459	givest	JFST	givest	9
769460	stumble	STML	stumbl	9
769461	puissant	PSNT	puissant	9
769462	mustard	MSTRT	mustard	9
769463	strengthen	STRNK0N	strengthen	9
769464	closed	KLST	close	9
769465	showed	XWT	show	9
769466	muffled	MFLT	muffl	9
769467	chastisement	XSTSMNT	chastis	9
769468	trembles	TRMLS	trembl	9
769469	planet	PLNT	planet	9
769470	declined	TKLNT	declin	9
769471	issues	ISS	issu	9
769472	cordial	KRTL	cordial	9
769473	bishops	BXPS	bishop	9
769474	spider	SPTR	spider	9
769475	windy	WNT	windi	9
769476	forgiveness	FRJFNS	forgiv	9
769477	robs	RBS	rob	9
769478	mov'd	MFT	movd	9
769479	breadth	BRT0	breadth	9
769480	limed	LMT	lime	9
769481	maintain'd	MNTNT	maintaind	9
769482	distemper'd	TSTMPRT	distemperd	9
769483	commendation	KMNTXN	commend	9
769484	bondman	BNTMN	bondman	9
769485	friend's	FRNTS	friend	9
769486	replied	RPLT	repli	9
769487	berkeley	BRKL	berkelei	9
769488	meal	ML	meal	9
769489	briton	BRTN	briton	9
769490	trace	TRS	trace	9
769491	gaol	KL	gaol	9
769492	redemption	RTMPXN	redempt	9
769493	judged	JJT	judg	9
769494	cheerfully	XRFL	cheerfulli	9
769495	navy	NF	navi	9
769496	hopeless	HPLS	hopeless	9
769497	percy's	PRSS	perci	9
769498	hidden	HTN	hidden	9
769499	embracing	EMRSNK	embrac	9
769500	howsoever	HSFR	howsoev	9
769501	ligarius	LKRS	ligariu	9
769502	melodious	MLTS	melodi	9
769503	rite	RT	rite	9
769504	brood	BRT	brood	9
769505	summons	SMNS	summon	9
769506	humbled	HMLT	humbl	9
769507	morsel	MRSL	morsel	9
769508	maid's	MTS	maid	9
769509	sale	SL	sale	9
769510	easier	ESR	easier	9
769511	briers	BRRS	brier	9
769512	captives	KPTFS	captiv	9
769513	slightly	SLFTL	slightli	9
769514	guiltiness	KLTNS	guilti	9
769515	remote	RMT	remot	9
769516	tawny	TN	tawni	9
769517	translate	TRNSLT	translat	9
769518	prettiest	PRTST	prettiest	9
769519	greekish	KRKX	greekish	9
769520	alonso	ALNS	alonso	9
769521	hunter	HNTR	hunter	9
769522	bout	BT	bout	9
769523	starveling	STRFLNK	starvel	9
769524	harp	HRP	harp	8
769525	diseased	TSST	diseas	8
769526	lenity	LNT	leniti	8
769527	indirect	INTRKT	indirect	8
769528	enchanting	ENXNTNK	enchant	8
769529	harfleur	HRFLR	harfleur	8
769530	safest	SFST	safest	8
769531	stained	STNT	stain	8
769532	dared	TRT	dare	8
769533	summers	SMRS	summer	8
769534	swallowing	SWLWNK	swallow	8
769535	gentles	JNTLS	gentl	8
769536	lanthorn	LN0RN	lanthorn	8
769537	charter	XRTR	charter	8
769538	draught	TRFT	draught	8
769539	calpurnia	KLPRN	calpurnia	8
769540	advocate	ATFKT	advoc	8
769541	preferr'd	PRFRT	preferrd	8
769542	forfend	FRFNT	forfend	8
769543	minded	MNTT	mind	8
769544	angle	ANKL	angl	8
769545	carlisle	KRLSL	carlisl	8
769546	bloodless	BLTLS	bloodless	8
769547	expedient	EKSPTNT	expedi	8
769548	regions	RJNS	region	8
769549	awful	AFL	aw	8
769550	seem'st	SMST	seemst	8
769551	foils	FLS	foil	8
769552	want'st	WNTST	wantst	8
769553	ruminate	RMNT	rumin	8
769554	depending	TPNTNK	depend	8
769555	tasted	TSTT	tast	8
769556	failing	FLNK	fail	8
769557	carefully	KRFL	carefulli	8
769558	seemed	SMT	seem	8
769559	lousy	LS	lousi	8
769560	wanted	WNTT	want	8
769561	battlements	BTLMNTS	battlem	8
769562	poorest	PRST	poorest	8
769563	mutinous	MTNS	mutin	8
769564	discomfort	TSKMFRT	discomfort	8
769565	military	MLTR	militari	8
769566	lamps	LMPS	lamp	8
769567	ordinance	ORTNNS	ordin	8
769568	milford	MLFRT	milford	8
769569	conrade	KNRT	conrad	8
769570	precepts	PRSPTS	precept	8
769571	wantonness	WNTNS	wanton	8
769572	enclosed	ENKLST	enclos	8
769573	castles	KSTLS	castl	8
769574	lartius	LRTS	lartiu	8
769575	pinch'd	PNXT	pinchd	8
769576	orderly	ORTRL	orderli	8
769577	excused	EKSKST	excus	8
769578	lucullus	LKLS	lucullu	8
769579	admits	ATMTS	admit	8
769580	falchion	FLXN	falchion	8
769581	uttermost	UTRMST	uttermost	8
769582	accompany	AKKMPN	accompani	8
769583	impiety	IMPT	impieti	8
769584	huntsman	HNTSMN	huntsman	8
769585	cord	KRT	cord	8
769586	robbery	RBR	robberi	8
769587	serv'd	SRFT	servd	8
769588	seeds	STS	se	8
769589	protestation	PRTSTXN	protest	8
769590	hip	HP	hip	8
769591	proposed	PRPST	propos	8
769592	wrangling	RNKLNK	wrangl	8
769593	indian	INTN	indian	8
769594	peasants	PSNTS	peasant	8
769595	autolycus	ATLKS	autolycu	8
769596	indirectly	INTRKTL	indirectli	8
769597	hasten	HSTN	hasten	8
769598	jar	JR	jar	8
769599	packet	PKT	packet	8
769600	pursues	PRSS	pursu	8
769601	deity	TT	deiti	8
769602	hapless	HPLS	hapless	8
769603	suggest	SKST	suggest	8
769604	whips	HPS	whip	8
769605	canidius	KNTS	canidiu	8
769606	hop	HP	hop	8
769607	imposition	IMPSXN	imposit	8
769608	deceitful	TSTFL	deceit	8
769609	rivals	RFLS	rival	8
769610	troublesome	TRBLSM	troublesom	8
769611	allowed	ALWT	allow	8
769612	afflicted	AFLKTT	afflict	8
769613	puff'd	PFT	puffd	8
769614	ravish'd	RFXT	ravishd	8
769615	welcomes	WLKMS	welcom	8
769616	god-den	KTN	godden	8
769617	fort	FRT	fort	8
769618	tuesday	TST	tuesdai	8
769619	puppet	PPT	puppet	8
769620	ilion	ILN	ilion	8
769621	pry	PR	pry	8
769622	gossip	KSP	gossip	8
769623	unrest	UNRST	unrest	8
769624	tiber	TBR	tiber	8
769625	afterward	AFTRWRT	afterward	8
769626	taurus	TRS	tauru	8
769627	travels	TRFLS	travel	8
769628	functions	FNKXNS	function	8
769629	have't	HFT	havet	8
769630	incest	INSST	incest	8
769631	ivory	IFR	ivori	8
769632	coffer	KFR	coffer	8
769633	sunday	SNT	sundai	8
769634	betroth'd	BTR0T	betrothd	8
769635	apparition	APRXN	apparit	8
769636	attired	ATRT	attir	8
769637	doctrine	TKTRN	doctrin	8
769638	sway'd	SWT	swayd	8
769639	obtain'd	OBTNT	obtaind	8
769640	wight	WFT	wight	8
769641	graze	KRS	graze	8
769642	gull	KL	gull	8
769643	lightness	LFTNS	light	8
769644	harry's	HRS	harri	8
769645	trenches	TRNXS	trench	8
769646	savours	SFRS	savour	8
769647	ostentation	OSTNTXN	ostent	8
769648	finish	FNX	finish	8
769649	curtis	KRTS	curti	8
769650	bragging	BRKNK	brag	8
769651	lowest	LWST	lowest	8
769652	brim	BRM	brim	8
769653	remedies	RMTS	remedi	8
769654	dragon	TRKN	dragon	8
769655	attendance	ATNTNS	attend	8
769656	valeria	FLR	valeria	8
769657	rushing	RXNK	rush	8
769658	caves	KFS	cave	8
769659	plucked	PLKT	pluck	8
769660	strains	STRNS	strain	8
769661	consorted	KNSRTT	consort	8
769662	bath	B0	bath	8
769663	entire	ENTR	entir	8
769664	lane	LN	lane	8
769665	neigh	NF	neigh	8
769666	ordain'd	ORTNT	ordaind	8
769667	prerogative	PRRKTF	prerog	8
769668	bubble	BBL	bubbl	8
769669	rules	RLS	rule	8
769670	senate-house	SNTHS	senatehous	8
769671	venge	FNJ	veng	8
769672	staves	STFS	stave	8
769673	pictures	PKTRS	pictur	8
769674	cauldron	KLTRN	cauldron	8
769675	spotless	SPTLS	spotless	8
769676	pirate	PRT	pirat	8
769677	hereditary	HRTTR	hereditari	8
769678	buckle	BKL	buckl	8
769679	ban	BN	ban	8
769680	scour	SKR	scour	8
769681	examples	EKSMPLS	exampl	8
769682	packing	PKNK	pack	8
769683	mould	MLT	mould	8
769684	monuments	MNMNTS	monum	8
769685	offering	OFRNK	offer	8
769686	skilful	SKLFL	skil	8
769687	peerless	PRLS	peerless	8
769688	cropp'd	KRPT	croppd	8
769689	importing	IMPRTNK	import	8
769690	galled	KLT	gall	8
